Time,Phase 1 [0] Score,Phase 4 [1] Score,Waiting Time,Queue Lengths,Number of Vehicles Exited the Intersection
750,262.0,204.0,683.0,45,551
751,272.5,217.0,717.0,45,553
752,283.0,230.0,751.0,45,553
753,294.5,244.0,786.0,47,554
754,305.0,259.0,822.0,47,555
755,316.0,273.0,858.0,47,555
756,328.0,288.0,896.0,48,555
757,339.5,305.0,936.0,48,556
758,348.5,321.0,970.0,48,556
759,358.5,338.0,1006.0,49,557
760,350.5,356.0,1008.0,49,557
761,343.0,374.0,1011.0,49,557
762,335.5,392.0,1013.0,50,557
763,327.5,412.0,1016.0,51,558
764,319.5,431.0,1019.0,51,558
765,329.0,360.0,968.0,50,558
766,339.0,301.0,928.0,51,558
767,349.5,249.0,896.0,52,559
768,361.0,204.0,874.0,52,560
769,373.0,163.0,858.0,51,561
770,386.0,130.0,851.0,51,561
771,399.5,102.0,849.0,52,562
772,413.0,79.0,854.0,51,562
773,426.5,62.0,864.0,51,562
774,440.5,71.0,900.0,52,562
775,454.5,56.0,914.0,51,562
776,468.5,44.0,930.0,51,563
777,483.0,35.0,950.0,51,564
778,498.0,26.0,971.0,51,564
779,513.0,24.0,999.0,51,564
780,528.5,22.0,1028.0,51,564
781,544.0,21.0,1058.0,51,565
782,559.5,20.0,1088.0,51,565
783,575.5,19.0,1118.0,52,566
784,591.0,17.0,1148.0,51,566
785,606.5,17.0,1179.0,51,567
786,623.0,17.0,1211.0,52,568
787,639.0,16.0,1242.0,52,569
788,655.5,16.0,1275.0,52,569
789,672.5,16.0,1308.0,53,570
790,689.5,17.0,1343.0,53,570
791,706.5,17.0,1378.0,52,570
792,724.5,18.0,1414.0,53,571
793,742.0,21.0,1451.0,54,572
794,759.5,23.0,1489.0,53,572
795,778.0,28.0,1530.0,54,573
796,796.0,26.0,1563.0,55,573
797,814.5,24.0,1600.0,53,573
798,833.5,23.0,1636.0,54,574
799,852.0,21.0,1671.0,54,574
800,871.0,19.0,1706.0,55,574
801,889.5,16.0,1740.0,55,575
802,909.0,12.0,1777.0,53,575
803,929.0,13.0,1816.0,55,577
804,948.5,13.0,1855.0,55,577
805,968.0,12.0,1894.0,54,578
806,988.0,13.0,1933.0,56,579
807,1008.5,14.0,1973.0,58,579
808,1029.0,15.0,2015.0,58,579
809,1050.5,17.0,2059.0,59,581
810,1002.0,21.0,1967.0,58,581
811,903.0,25.0,1773.0,58,582
812,808.0,30.0,1588.0,58,582
813,713.5,36.0,1404.0,59,582
814,563.5,44.0,1113.0,58,583
815,474.5,52.0,943.0,58,583
816,413.5,62.0,831.0,58,583
817,354.5,74.0,726.0,57,583
818,298.5,86.0,626.0,57,584
819,247.0,99.0,538.0,55,584
820,198.5,114.0,456.0,55,584
821,192.0,130.0,460.0,54,586
822,192.0,146.0,477.0,53,586
823,191.5,162.0,493.0,52,586
824,197.0,180.0,521.0,53,587
825,200.5,197.0,547.0,51,589
826,207.0,216.0,577.0,53,591
827,213.0,235.0,608.0,53,593
828,220.0,254.0,642.0,52,593
829,108.5,274.0,440.0,51,595
830,59.0,295.0,361.0,52,596
831,67.0,317.0,397.0,54,596
832,74.5,338.0,433.0,54,598
833,83.5,360.0,472.0,55,598
834,91.5,383.0,512.0,54,600
835,101.0,408.0,555.0,55,601
836,111.5,433.0,600.0,56,601
837,119.5,458.0,642.0,55,602
838,125.5,483.0,678.0,56,603
839,131.5,509.0,716.0,56,603
840,137.5,535.0,754.0,56,604
841,147.0,561.0,798.0,57,605
842,155.5,587.0,842.0,56,605
843,165.0,613.0,887.0,56,606
844,174.0,639.0,932.0,55,606
845,184.5,665.0,978.0,56,606
846,194.5,691.0,1024.0,56,606
847,204.5,717.0,1071.0,55,607
848,215.5,743.0,1118.0,56,607
849,225.5,769.0,1165.0,55,608
850,236.5,795.0,1213.0,55,609
851,248.0,821.0,1261.0,56,610
852,259.5,847.0,1310.0,56,611
853,272.0,873.0,1360.0,57,612
854,285.0,899.0,1411.0,58,613
855,298.0,828.0,1368.0,56,614
856,311.5,759.0,1326.0,56,614
857,326.0,691.0,1286.0,57,615
858,340.5,620.0,1246.0,55,615
859,355.0,550.0,1205.0,55,615
860,370.0,479.0,1163.0,56,616
861,384.5,407.0,1122.0,54,617
862,399.5,337.0,1082.0,54,617
863,415.5,267.0,1043.0,55,617
864,431.0,201.0,1009.0,54,617
865,446.5,140.0,979.0,54,618
866,463.0,109.0,981.0,54,618
867,479.0,51.0,955.0,54,618
868,495.5,17.0,955.0,53,620
869,512.5,16.0,988.0,53,620
870,529.0,17.0,1021.0,54,620
871,545.5,15.0,1054.0,52,621
872,563.0,15.0,1088.0,53,621
873,580.0,15.0,1122.0,53,622
874,597.0,15.0,1156.0,53,622
875,615.0,15.0,1191.0,54,623
876,632.5,13.0,1226.0,52,625
877,650.0,14.0,1261.0,53,625
878,668.0,14.0,1296.0,54,627
879,686.0,12.0,1332.0,52,627
880,704.5,13.0,1369.0,53,627
881,723.5,12.0,1406.0,53,629
882,742.0,12.0,1443.0,53,630
883,761.0,12.0,1481.0,53,631
884,780.5,11.0,1519.0,53,631
885,799.5,11.0,1557.0,53,632
886,818.5,10.0,1595.0,52,633
887,838.5,10.0,1634.0,53,634
888,858.5,11.0,1674.0,54,634
889,878.5,10.0,1714.0,53,635
890,899.0,10.0,1754.0,54,636
891,919.0,10.0,1794.0,54,637
892,939.5,9.0,1835.0,53,638
893,960.5,9.0,1876.0,54,639
894,981.0,9.0,1917.0,54,639
895,1002.5,8.0,1960.0,53,639
896,1024.5,9.0,2003.0,55,640
897,1046.0,9.0,2046.0,55,640
898,1067.5,11.0,2090.0,56,641
899,1089.5,13.0,2135.0,57,641
900,1023.0,16.0,2008.0,54,643
901,959.5,21.0,1885.0,55,643
902,860.0,28.0,1692.0,56,643
903,766.0,34.0,1510.0,56,644
904,674.0,42.0,1334.0,56,645
905,590.0,50.0,1174.0,56,646
906,524.0,58.0,1050.0,56,646
907,448.0,68.0,907.0,57,646
908,373.0,77.0,767.0,56,646
909,335.0,86.0,700.0,56,646
910,300.0,95.0,641.0,54,647
911,265.5,106.0,582.0,55,648
912,234.0,117.0,531.0,54,649
913,244.0,128.0,563.0,53,650
914,254.5,139.0,596.0,52,651
915,266.5,152.0,631.0,54,652
916,278.5,164.0,668.0,53,652
917,290.5,176.0,705.0,52,655
918,303.0,189.0,742.0,53,655
919,314.5,203.0,780.0,52,656
920,327.0,216.0,818.0,52,657
921,339.5,229.0,856.0,52,658
922,351.5,245.0,896.0,52,659
923,363.5,260.0,936.0,51,660
924,376.0,276.0,977.0,51,661
925,388.0,293.0,1018.0,51,663
926,400.5,310.0,1059.0,52,663
927,413.0,326.0,1100.0,52,665
928,425.0,343.0,1142.0,51,666
929,437.0,361.0,1184.0,51,666
930,450.0,381.0,1228.0,53,667
931,448.5,398.0,1243.0,52,668
932,460.0,418.0,1286.0,52,668
933,456.5,439.0,1300.0,52,669
934,438.5,460.0,1285.0,52,670
935,421.0,482.0,1271.0,53,670
936,404.5,504.0,1260.0,53,671
937,388.0,527.0,1250.0,53,671
938,371.5,551.0,1242.0,52,671
939,369.0,575.0,1260.0,53,673
940,364.5,600.0,1277.0,52,674
941,362.0,625.0,1297.0,52,675
942,374.0,650.0,1345.0,53,675
943,376.5,675.0,1375.0,53,675
944,379.0,700.0,1405.0,53,675
945,382.0,628.0,1340.0,52,677
946,384.0,558.0,1274.0,52,677
947,386.0,486.0,1206.0,52,678
948,388.5,415.0,1140.0,52,678
949,394.0,349.0,1086.0,51,678
950,403.0,290.0,1045.0,51,678
951,413.5,268.0,1045.0,50,678
952,424.0,218.0,1016.0,50,679
953,436.0,198.0,1020.0,50,679
954,449.5,154.0,1003.0,50,680
955,463.0,114.0,990.0,50,680
956,476.5,75.0,978.0,50,680
957,491.5,37.0,970.0,50,681
958,506.0,18.0,980.0,50,682
959,520.5,16.0,1009.0,48,682
960,535.5,15.0,1037.0,49,683
961,550.0,16.0,1066.0,50,683
962,565.0,15.0,1096.0,49,684
963,580.5,15.0,1126.0,50,684
964,596.0,14.0,1157.0,49,684
965,611.5,14.0,1188.0,49,685
966,627.5,14.0,1220.0,49,686
967,644.0,13.0,1252.0,49,687
968,660.0,13.0,1284.0,49,687
969,676.0,14.0,1316.0,50,687
970,693.0,13.0,1349.0,50,689
971,709.5,12.0,1382.0,49,689
972,726.5,12.0,1416.0,49,691
973,744.0,12.0,1450.0,50,691
974,761.0,11.0,1484.0,49,692
975,778.5,11.0,1519.0,49,693
976,796.5,11.0,1554.0,50,693
977,814.0,11.0,1589.0,50,694
978,831.5,11.0,1624.0,50,695
979,850.0,11.0,1660.0,51,695
980,868.0,11.0,1696.0,51,696
981,886.5,12.0,1734.0,51,697
982,905.5,14.0,1773.0,52,697
983,924.0,15.0,1810.0,53,698
984,943.0,13.0,1847.0,52,698
985,963.0,10.0,1884.0,52,698
986,982.5,11.0,1923.0,53,699
987,1002.0,11.0,1962.0,53,699
988,1022.5,11.0,2002.0,54,699
989,1042.5,14.0,2044.0,55,700
990,968.5,18.0,1903.0,52,701
991,905.5,22.0,1780.0,53,702
992,843.0,27.0,1660.0,53,703
993,785.0,35.0,1552.0,53,703
994,731.0,42.0,1451.0,53,705
995,682.0,50.0,1361.0,53,705
996,655.5,60.0,1318.0,53,705
997,634.5,72.0,1287.0,54,705
998,635.0,83.0,1301.0,52,705
999,643.5,96.0,1329.0,54,706
1000,530.5,108.0,1116.0,53,707
1001,342.0,120.0,752.0,52,708
1002,306.0,133.0,693.0,52,709
1003,269.0,147.0,633.0,52,711
1004,271.5,162.0,652.0,53,711
1005,274.5,176.0,673.0,52,713
1006,278.5,191.0,696.0,52,714
1007,283.5,208.0,723.0,52,715
1008,289.0,224.0,751.0,51,716
1009,294.0,241.0,778.0,51,718
1010,296.5,259.0,801.0,51,718
1011,304.5,277.0,834.0,52,719
1012,312.5,295.0,869.0,51,719
1013,318.5,315.0,900.0,52,721
1014,324.5,334.0,932.0,51,721
1015,331.0,354.0,964.0,52,723
1016,337.0,376.0,998.0,52,724
1017,344.0,398.0,1034.0,52,724
1018,351.0,420.0,1070.0,52,725
1019,357.5,443.0,1108.0,50,725
1020,365.0,466.0,1146.0,50,725
1021,372.5,489.0,1184.0,50,726
1022,379.5,514.0,1224.0,49,727
1023,386.5,539.0,1264.0,48,728
1024,394.5,564.0,1304.0,49,729
1025,401.5,589.0,1344.0,48,729
1026,393.5,614.0,1354.0,47,731
1027,385.5,639.0,1362.0,48,732
1028,376.5,664.0,1371.0,46,733
1029,367.5,689.0,1378.0,46,734
1030,358.5,714.0,1385.0,46,734
1031,349.5,739.0,1393.0,45,734
1032,341.0,764.0,1401.0,45,735
1033,333.0,789.0,1409.0,46,735
1034,324.0,814.0,1416.0,46,737
1035,316.0,746.0,1333.0,45,738
1036,321.0,675.0,1272.0,45,739
1037,312.5,603.0,1183.0,45,739
1038,317.5,532.0,1122.0,45,740
1039,324.0,461.0,1064.0,45,740
1040,330.0,437.0,1052.0,45,741
1041,130.0,367.0,583.0,44,741
1042,43.5,299.0,341.0,45,741
1043,50.5,270.0,327.0,44,742
1044,58.0,211.0,282.0,45,742
1045,67.0,153.0,241.0,46,742
1046,76.0,96.0,204.0,44,742
1047,85.5,70.0,196.0,45,742
1048,96.0,18.0,164.0,46,743
1049,106.0,16.0,184.0,44,743
1050,116.5,16.0,204.0,45,744
1051,127.0,15.0,224.0,45,744
1052,138.0,15.0,246.0,45,744
1053,150.0,15.0,269.0,46,746
1054,163.0,15.0,293.0,48,747
1055,175.5,14.0,318.0,47,748
1056,188.0,15.0,343.0,48,749
1057,201.5,15.0,368.0,50,750
1058,215.0,14.0,395.0,49,750
1059,228.5,14.0,422.0,49,751
1060,243.5,13.0,450.0,50,751
1061,258.5,13.0,480.0,50,752
1062,274.0,13.0,511.0,50,752
1063,290.5,13.0,542.0,52,752
1064,306.5,12.0,574.0,51,753
1065,322.5,12.0,606.0,51,754
1066,340.0,11.0,639.0,52,754
1067,357.0,11.0,673.0,52,756
1068,375.0,11.0,709.0,52,756
1069,394.0,10.0,745.0,53,757
1070,412.5,11.0,782.0,54,758
1071,431.0,9.0,819.0,52,759
1072,451.0,9.0,857.0,54,760
1073,470.5,9.0,896.0,54,760
1074,491.5,8.0,937.0,54,760
1075,513.0,8.0,979.0,55,762
1076,534.0,8.0,1021.0,55,763
1077,556.5,8.0,1065.0,56,763
1078,579.0,8.0,1110.0,56,765
1079,601.5,8.0,1155.0,56,765
1080,541.0,10.0,1038.0,54,765
1081,484.0,12.0,925.0,55,767
1082,440.0,15.0,840.0,55,768
1083,397.0,20.0,759.0,55,768
1084,341.0,26.0,653.0,55,769
1085,291.5,31.0,559.0,55,770
1086,244.5,37.0,473.0,53,771
1087,206.5,45.0,404.0,54,771
1088,168.0,52.0,336.0,52,771
1089,145.5,60.0,299.0,52,771
1090,126.0,69.0,269.0,52,773
1091,117.5,78.0,262.0,51,774
1092,90.5,88.0,218.0,51,775
1093,72.0,97.0,190.0,51,777
1094,79.5,108.0,218.0,49,779
1095,89.0,120.0,249.0,49,779
1096,100.0,131.0,282.0,49,780
1097,110.5,143.0,316.0,48,782
1098,121.5,156.0,350.0,49,782
1099,132.5,169.0,385.0,49,783
1100,144.0,181.0,420.0,49,784
1101,155.0,194.0,456.0,48,786
1102,166.5,208.0,492.0,49,786
1103,177.5,222.0,529.0,48,788
1104,188.5,237.0,567.0,47,788
1105,200.0,253.0,605.0,48,789
1106,211.5,269.0,643.0,49,790
1107,222.0,284.0,681.0,47,791
1108,234.0,301.0,721.0,48,793
1109,245.5,319.0,761.0,49,793
1110,243.5,336.0,776.0,47,794
1111,242.0,354.0,791.0,47,795
1112,241.0,373.0,807.0,48,796
1113,251.0,392.0,845.0,49,797
1114,261.5,412.0,885.0,50,797
1115,271.0,432.0,925.0,49,797
1116,281.5,454.0,967.0,50,798
1117,292.0,476.0,1008.0,52,798
1118,301.0,498.0,1049.0,51,798
1119,279.5,522.0,1029.0,52,798
1120,242.5,545.0,977.0,53,798
1121,235.0,569.0,987.0,52,798
1122,227.5,593.0,997.0,51,799
1123,221.0,618.0,1008.0,52,799
1124,214.5,644.0,1021.0,52,801
1125,208.5,578.0,944.0,51,801
1126,218.0,512.0,897.0,51,802
1127,228.0,448.0,853.0,51,802
1128,237.5,386.0,810.0,51,803
1129,248.0,328.0,774.0,50,803
1130,260.0,272.0,742.0,50,804
1131,272.0,226.0,720.0,50,804
1132,284.0,207.0,727.0,48,805
1133,296.5,166.0,710.0,49,805
1134,308.5,149.0,719.0,47,806
1135,321.0,135.0,730.0,47,806
1136,334.0,98.0,718.0,48,807
1137,346.5,62.0,709.0,46,808
1138,359.5,31.0,704.0,46,808
1139,373.0,16.0,715.0,47,809
1140,386.5,14.0,742.0,45,810
1141,400.0,14.0,769.0,45,811
1142,414.5,15.0,797.0,47,811
1143,428.5,13.0,825.0,45,812
1144,442.5,13.0,853.0,45,813
1145,457.0,12.0,881.0,45,813
1146,471.5,13.0,910.0,46,814
1147,486.5,13.0,940.0,46,815
1148,502.0,13.0,971.0,46,816
1149,517.0,16.0,1003.0,47,817
1150,532.5,18.0,1036.0,47,818
1151,548.5,21.0,1070.0,48,818
1152,564.0,25.0,1104.0,49,819
1153,579.5,27.0,1138.0,48,819
1154,595.5,31.0,1173.0,49,820
1155,612.0,37.0,1211.0,50,820
1156,628.5,42.0,1249.0,50,820
1157,645.5,48.0,1288.0,51,821
1158,662.0,44.0,1316.0,52,821
1159,679.0,38.0,1345.0,51,821
1160,696.5,33.0,1374.0,52,821
1161,713.5,29.0,1404.0,52,822
1162,731.0,24.0,1435.0,51,822
1163,749.0,20.0,1466.0,52,822
1164,766.5,15.0,1497.0,51,822
1165,784.5,12.0,1530.0,51,823
1166,803.0,13.0,1566.0,53,824
1167,821.0,13.0,1602.0,53,825
1168,839.5,14.0,1640.0,53,826
1169,859.0,16.0,1679.0,55,827
1170,785.0,17.0,1536.0,51,827
1171,720.0,20.0,1408.0,52,827
1172,658.5,25.0,1289.0,53,829
1173,594.5,31.0,1169.0,51,829
1174,559.0,37.0,1103.0,52,829
1175,526.0,44.0,1045.0,51,830
1176,494.0,55.0,993.0,50,831
1177,468.0,63.0,948.0,51,831
1178,469.5,76.0,967.0,48,831
1179,476.5,90.0,993.0,50,831
1180,479.0,104.0,1012.0,50,833
1181,485.5,118.0,1040.0,49,834
1182,357.0,133.0,798.0,49,836
1183,274.0,150.0,648.0,50,838
1184,179.0,166.0,475.0,49,840
1185,86.0,184.0,307.0,49,841
1186,35.5,201.0,222.0,50,842
1187,39.5,220.0,249.0,50,844
1188,44.5,239.0,278.0,50,844
1189,50.0,258.0,308.0,50,845
1190,56.0,278.0,340.0,50,846
1191,62.0,297.0,372.0,49,846
1192,65.0,316.0,395.0,51,847
1193,67.5,337.0,422.0,50,847
1194,71.0,360.0,451.0,51,848
1195,78.5,383.0,487.0,53,850
1196,84.5,406.0,524.0,51,851
1197,91.5,429.0,561.0,51,852
1198,99.5,452.0,599.0,52,853
1199,107.5,477.0,640.0,52,853
1200,115.0,502.0,681.0,51,854
1201,123.0,528.0,722.0,52,854
1202,132.0,549.0,760.0,53,854
1203,126.5,573.0,774.0,52,856
1204,121.0,599.0,789.0,52,856
1205,116.5,625.0,806.0,52,858
1206,111.5,651.0,822.0,52,859
1207,99.5,677.0,824.0,52,860
1208,89.0,703.0,828.0,53,860
1209,78.5,729.0,834.0,52,860
1210,73.5,755.0,850.0,52,860
1211,71.0,781.0,870.0,53,862
1212,62.0,807.0,878.0,53,863
1213,55.0,833.0,889.0,54,864
1214,58.5,859.0,922.0,54,864
1215,52.5,790.0,843.0,52,865
1216,52.0,723.0,774.0,53,866
1217,61.5,656.0,726.0,53,866
1218,71.5,587.0,679.0,51,866
1219,82.0,519.0,631.0,52,866
1220,93.0,449.0,583.0,52,868
1221,104.5,377.0,535.0,51,868
1222,117.5,309.0,492.0,52,868
1223,130.5,280.0,490.0,51,868
1224,144.0,216.0,454.0,50,869
1225,158.0,153.0,418.0,51,870
1226,171.5,124.0,417.0,50,870
1227,185.5,65.0,387.0,49,870
1228,200.0,16.0,367.0,49,870
1229,214.0,16.0,395.0,49,871
1230,229.0,14.0,425.0,47,871
1231,244.5,15.0,455.0,49,872
1232,259.5,16.0,485.0,50,874
1233,274.5,15.0,515.0,49,874
1234,290.5,15.0,546.0,50,875
1235,306.0,14.0,577.0,49,875
1236,322.0,13.0,609.0,48,876
1237,338.5,14.0,641.0,50,877
1238,354.5,15.0,674.0,50,877
1239,371.0,13.0,706.0,49,877
1240,388.0,14.0,739.0,51,878
1241,404.5,15.0,772.0,52,878
1242,421.0,13.0,805.0,50,878
1243,438.5,13.0,839.0,51,879
1244,455.5,12.0,873.0,50,879
1245,473.0,12.0,908.0,50,880
1246,491.0,12.0,943.0,51,881
1247,509.0,11.0,979.0,50,882
1248,527.0,11.0,1015.0,50,882
1249,545.5,12.0,1051.0,52,884
1250,563.5,11.0,1087.0,51,885
1251,581.5,10.0,1123.0,50,885
1252,601.0,10.0,1161.0,51,886
1253,620.0,10.0,1199.0,51,887
1254,639.0,10.0,1237.0,51,887
1255,659.0,11.0,1277.0,52,887
1256,678.5,13.0,1318.0,52,888
1257,698.0,17.0,1360.0,53,888
1258,718.5,16.0,1399.0,54,888
1259,738.5,15.0,1438.0,54,889
1260,687.0,15.0,1335.0,54,889
1261,642.5,15.0,1246.0,54,889
1262,597.5,15.0,1157.0,53,890
1263,582.0,19.0,1129.0,54,890
1264,572.0,24.0,1113.0,55,890
1265,532.5,29.0,1041.0,53,892
1266,501.0,34.0,982.0,54,892
1267,478.0,42.0,943.0,55,893
1268,478.5,51.0,954.0,54,893
1269,483.5,60.0,973.0,54,894
1270,491.5,71.0,999.0,55,895
1271,502.0,82.0,1032.0,54,895
1272,512.0,94.0,1064.0,54,897
1273,522.5,107.0,1099.0,53,897
1274,533.0,122.0,1135.0,53,898
1275,544.5,136.0,1171.0,54,900
1276,554.5,150.0,1207.0,52,900
1277,565.5,166.0,1244.0,53,902
1278,575.5,182.0,1281.0,52,903
1279,586.5,199.0,1320.0,52,904
1280,597.5,216.0,1359.0,52,904
1281,607.5,234.0,1398.0,51,905
1282,619.0,252.0,1438.0,52,906
1283,629.0,270.0,1478.0,50,907
1284,639.5,289.0,1518.0,50,908
1285,651.0,309.0,1559.0,52,909
1286,661.0,328.0,1600.0,50,910
1287,672.0,348.0,1642.0,50,912
1288,683.0,370.0,1685.0,51,913
1289,694.0,392.0,1728.0,52,913
1290,704.5,413.0,1771.0,51,915
1291,715.5,437.0,1816.0,52,916
1292,726.5,460.0,1861.0,52,917
1293,723.0,483.0,1878.0,51,917
1294,679.0,507.0,1814.0,51,918
1295,576.0,532.0,1634.0,50,918
1296,487.0,557.0,1481.0,50,919
1297,412.0,583.0,1356.0,51,920
1298,336.0,609.0,1231.0,50,920
1299,299.5,635.0,1185.0,49,921
1300,265.0,661.0,1141.0,50,921
1301,227.5,687.0,1094.0,48,922
1302,229.5,713.0,1125.0,47,923
1303,193.0,739.0,1077.0,48,924
1304,198.0,765.0,1113.0,48,925
1305,203.5,701.0,1062.0,46,925
1306,210.5,638.0,1012.0,47,926
1307,218.0,575.0,964.0,47,926
1308,214.0,512.0,893.0,47,927
1309,215.5,449.0,832.0,48,927
1310,216.0,389.0,773.0,48,928
1311,216.0,329.0,713.0,48,929
1312,218.0,275.0,662.0,49,930
1313,223.5,255.0,653.0,49,930
1314,229.5,198.0,609.0,48,930
1315,236.0,143.0,568.0,47,930
1316,244.5,121.0,562.0,48,930
1317,252.5,72.0,529.0,48,930
1318,105.5,22.0,187.0,46,930
1319,62.0,21.0,98.0,47,930
1320,71.0,20.0,116.0,46,930
1321,81.0,19.0,135.0,46,930
1322,92.5,18.0,157.0,46,930
1323,103.5,19.0,180.0,46,932
1324,115.0,15.0,200.0,45,932
1325,127.0,15.0,223.0,46,933
1326,138.5,15.0,246.0,46,935
1327,150.5,13.0,269.0,45,935
1328,163.0,14.0,293.0,47,936
1329,175.0,12.0,317.0,45,937
1330,189.5,12.0,345.0,46,937
1331,204.0,13.0,373.0,48,938
1332,218.0,12.0,401.0,47,939
1333,233.5,12.0,431.0,48,940
1334,249.0,11.0,461.0,48,941
1335,264.0,11.0,491.0,48,941
1336,280.5,11.0,523.0,49,943
1337,297.5,10.0,556.0,49,943
1338,314.5,10.0,590.0,49,944
1339,332.0,9.0,624.0,49,944
1340,350.5,9.0,659.0,51,945
1341,368.5,9.0,695.0,51,947
1342,387.0,8.0,732.0,50,947
1343,406.0,8.0,769.0,51,947
1344,426.0,7.0,809.0,50,948
1345,446.0,6.0,849.0,49,949
1346,466.5,6.0,889.0,50,949
1347,486.5,6.0,929.0,50,951
1348,507.0,7.0,970.0,51,952
1349,528.0,7.0,1011.0,52,952
1350,465.0,8.0,890.0,48,953
1351,409.0,11.0,780.0,49,954
1352,359.0,13.0,681.0,50,955
1353,308.5,17.0,587.0,47,956
1354,264.5,22.0,503.0,48,956
1355,224.0,27.0,428.0,47,957
1356,197.5,32.0,380.0,47,958
1357,177.5,37.0,345.0,47,958
1358,160.5,44.0,319.0,46,958
1359,145.5,50.0,296.0,45,958
1360,131.0,57.0,276.0,43,960
1361,117.5,65.0,256.0,44,961
1362,113.5,73.0,257.0,43,964
1363,101.5,82.0,243.0,42,965
1364,93.0,91.0,234.0,43,967
1365,85.0,101.0,229.0,42,968
1366,92.0,112.0,254.0,42,969
1367,100.0,122.0,280.0,42,972
1368,107.5,132.0,307.0,40,972
1369,116.0,144.0,335.0,41,975
1370,125.0,156.0,364.0,42,976
1371,133.5,167.0,393.0,41,976
1372,142.5,179.0,424.0,40,978
1373,152.0,192.0,455.0,41,979
1374,161.5,205.0,487.0,41,980
1375,171.0,218.0,519.0,41,981
1376,181.0,232.0,551.0,43,982
1377,189.5,246.0,583.0,42,983
1378,199.0,260.0,616.0,42,984
1379,208.5,275.0,650.0,42,985
1380,205.5,292.0,661.0,42,985
1381,202.0,309.0,672.0,41,985
1382,199.0,327.0,682.0,43,985
1383,195.5,346.0,693.0,44,987
1384,191.5,365.0,705.0,43,987
1385,188.0,384.0,716.0,44,987
1386,183.0,404.0,726.0,44,987
1387,189.5,424.0,759.0,44,988
1388,197.0,444.0,793.0,45,989
1389,203.5,466.0,828.0,45,991
1390,211.0,488.0,864.0,46,991
1391,219.5,510.0,902.0,47,991
1392,227.5,532.0,940.0,47,992
1393,191.0,555.0,891.0,46,993
1394,170.0,578.0,871.0,47,994
1395,133.5,509.0,731.0,45,994
1396,98.0,444.0,595.0,45,994
1397,92.5,383.0,522.0,46,994
1398,71.0,326.0,422.0,46,994
1399,79.5,272.0,385.0,46,994
1400,88.5,224.0,356.0,45,994
1401,98.0,185.0,336.0,45,995
1402,107.5,148.0,319.0,44,995
1403,117.5,112.0,303.0,44,996
1404,128.0,80.0,292.0,44,996
1405,139.0,69.0,303.0,44,996
1406,149.5,40.0,296.0,43,997
1407,160.5,16.0,295.0,42,997
1408,171.5,15.0,317.0,41,998
1409,183.0,15.0,339.0,42,999
1410,194.0,14.0,361.0,41,999
1411,205.5,14.0,384.0,41,1000
1412,217.5,13.0,407.0,41,1001
1413,229.0,12.0,430.0,40,1003
1414,241.0,13.0,454.0,41,1003
1415,254.0,13.0,479.0,42,1004
1416,266.5,12.0,504.0,41,1004
1417,279.0,12.0,529.0,41,1005
1418,292.5,11.0,555.0,41,1006
1419,305.5,11.0,581.0,41,1007
1420,319.0,10.0,608.0,40,1007
1421,333.0,10.0,635.0,41,1007
1422,346.5,10.0,662.0,41,1009
1423,360.0,9.0,689.0,40,1010
1424,374.5,9.0,717.0,41,1010
1425,388.5,8.0,745.0,40,1012
1426,403.0,8.0,774.0,40,1012
1427,418.0,7.0,803.0,40,1013
1428,433.0,7.0,833.0,40,1013
1429,448.0,7.0,863.0,40,1015
1430,463.5,7.0,893.0,41,1016
1431,478.5,9.0,924.0,42,1016
1432,494.0,11.0,957.0,42,1017
1433,510.0,13.0,990.0,43,1018
1434,525.5,16.0,1024.0,43,1018
1435,541.5,13.0,1054.0,42,1018
1436,558.5,10.0,1084.0,43,1020
1437,575.0,8.0,1114.0,44,1020
1438,591.5,9.0,1148.0,44,1020
1439,609.0,11.0,1183.0,46,1020
1440,536.0,12.0,1042.0,42,1020
1441,469.0,15.0,910.0,43,1021
1442,425.5,19.0,826.0,44,1021
1443,381.5,24.0,746.0,41,1023
1444,343.5,29.0,674.0,42,1023
1445,311.0,36.0,615.0,43,1024
1446,277.5,43.0,556.0,42,1024
1447,249.5,51.0,506.0,44,1024
1448,230.0,58.0,474.0,44,1024
1449,207.0,65.0,435.0,44,1024
1450,209.5,74.0,449.0,44,1025
1451,215.0,83.0,468.0,45,1027
1452,219.5,92.0,488.0,43,1028
1453,225.5,102.0,509.0,44,1029
1454,230.5,112.0,530.0,43,1030
1455,236.0,123.0,552.0,43,1031
1456,152.0,134.0,395.0,43,1031
1457,98.0,146.0,300.0,42,1032
1458,45.0,159.0,206.0,43,1032
1459,49.5,171.0,228.0,42,1034
1460,55.5,184.0,252.0,43,1035
1461,60.0,198.0,275.0,43,1036
1462,65.5,213.0,301.0,43,1037
1463,71.5,227.0,327.0,43,1038
1464,78.0,241.0,353.0,44,1038
1465,83.0,257.0,380.0,43,1040
1466,88.5,272.0,407.0,42,1041
1467,95.5,287.0,435.0,43,1041
1468,101.0,303.0,463.0,42,1043
1469,107.0,320.0,492.0,42,1045
1470,114.5,336.0,521.0,44,1045
1471,121.0,353.0,552.0,43,1047
1472,113.5,372.0,556.0,43,1048
1473,107.5,391.0,560.0,46,1049
1474,100.5,410.0,566.0,45,1050
1475,93.0,430.0,571.0,45,1052
1476,87.0,451.0,579.0,46,1052
